id,listing_url,scrape_id,last_scraped,name,experiences_offered,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
31095888,https://www.airbnb.com/rooms/31095888,2.02003E+13,3/23/20,Heydi's View Downtown Jersey City 2 bedroom  apt,none,Maria & Miguel,12/25/18,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1e210c29-1fc8-44b2-95de-bdef1f9ee711.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e210c29-1fc8-44b2-95de-bdef1f9ee711.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72172,-74.04254,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$164.00 ,,,$300.00 ,$80.00 ,1,$0.00 ,3,90,3,3,90,90,3,90,today,t,0,0,0,1,3/23/20,55,49,2/18/19,3/12/20,100,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,3,3,0,0,4.13
31121179,https://www.airbnb.com/rooms/31121179,2.02003E+13,3/23/20,"Huge 3Br House! Yard,Park,NYC Views! 30 min to NYC",none,LaTorre Fratelli,9/2/15,"Jersey City, New Jersey, United States",within an hour,92%,91%,f,https://a0.muscache.com/im/pictures/user/7bf7d086-252c-49e5-9dfc-e006eb7024c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7bf7d086-252c-49e5-9dfc-e006eb7024c5.jpg?aki_policy=profile_x_medium,,23,23,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7305,New York,"Jersey City, NJ",US,United States,40.71099,-74.07956,t,House,Entire home/apt,8,2,3,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony""}",,$109.00 ,,,,$50.00 ,2,$10.00 ,1,1125,1,1,1125,1125,1,1125,2 weeks ago,t,30,60,90,90,3/23/20,62,53,12/30/18,3/9/20,87,9,9,9,8,8,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,17,10,7,0,4.13
31148939,https://www.airbnb.com/rooms/31148939,2.02003E+13,3/23/20,Neighborhood feel but close to NYC.,none,Margaret,4/13/17,"Jersey City, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/109f1b8f-3d0c-40d2-a338-7faa51454274.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/109f1b8f-3d0c-40d2-a338-7faa51454274.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72605,-74.05092,t,Condominium,Private room,3,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Private entrance"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$75.00 ,,,,,1,$0.00 ,2,28,2,2,28,28,2,28,2 weeks ago,t,24,34,50,289,3/23/20,33,33,6/25/19,2/17/20,93,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,1,0,1,0,3.63
31149964,https://www.airbnb.com/rooms/31149964,2.02003E+13,3/23/20,"Newly Renovated and Spacious Room ""G"" Close to NYC",none,Lex,10/3/17,"Jersey City, New Jersey, United States",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/309cd348-d3f9-447e-8276-1db8e7340e86.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/309cd348-d3f9-447e-8276-1db8e7340e86.jpg?aki_policy=profile_x_medium,Journal Square,11,11,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72742,-74.058,t,House,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Shower gel"",""Trash can""}",,$45.00 ,,,$0.00 ,$65.00 ,2,$15.00 ,2,28,2,2,28,28,2,28,a week ago,t,30,60,90,90,3/23/20,22,20,2/13/19,3/21/20,95,10,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,23,5,18,0,1.63
31150332,https://www.airbnb.com/rooms/31150332,2.02003E+13,3/23/20,"Newly Renovated and Spacious Room ""H"" Close to NYC",none,Lex,10/3/17,"Jersey City, New Jersey, United States",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/309cd348-d3f9-447e-8276-1db8e7340e86.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/309cd348-d3f9-447e-8276-1db8e7340e86.jpg?aki_policy=profile_x_medium,Journal Square,11,11,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72817,-74.05678,t,House,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Shower gel"",""Trash can""}",,$45.00 ,,,$0.00 ,$65.00 ,2,$15.00 ,2,28,2,2,28,28,2,28,a week ago,t,30,60,90,90,3/23/20,15,12,2/18/19,2/21/20,92,9,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,23,5,18,0,1.13
31150631,https://www.airbnb.com/rooms/31150631,2.02003E+13,3/23/20,"Newly Renovated and Cozy Room “I"" Close to NYC",none,Lex,10/3/17,"Jersey City, New Jersey, United States",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/309cd348-d3f9-447e-8276-1db8e7340e86.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/309cd348-d3f9-447e-8276-1db8e7340e86.jpg?aki_policy=profile_x_medium,Journal Square,11,11,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72714,-74.05829,t,House,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Shower gel"",""Trash can""}",,$40.00 ,,,$0.00 ,$65.00 ,2,$15.00 ,2,28,2,2,28,28,2,28,a week ago,t,30,60,90,90,3/23/20,19,18,1/13/19,3/19/20,93,9,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,23,5,18,0,1.31
31172084,https://www.airbnb.com/rooms/31172084,2.02003E+13,3/23/20,Private Room in a Luxury Building 4 min from PATH,none,Julia,9/17/17,"New York, New York, United States",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/e852175b-beff-4a0a-8540-63636535c4e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e852175b-beff-4a0a-8540-63636535c4e8.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72059,-74.03722,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Host greets you""}",,$67.00 ,,,,,4,$0.00 ,30,120,30,30,120,120,30,120,6 months ago,t,7,7,27,27,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,6,5,1,0,
31176299,https://www.airbnb.com/rooms/31176299,2.02003E+13,3/23/20,Huge  private room in brand new Apartment.,none,Anjali,4/27/17,"Jersey City, New Jersey, United States",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/8cbe7b35-ea3a-4d6b-b0f7-20bc53752b8e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8cbe7b35-ea3a-4d6b-b0f7-20bc53752b8e.jpg?aki_policy=profile_x_medium,The Heights,5,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.7468,-74.05133,t,Apartment,Private room,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,Other}",,$55.00 ,,,$100.00 ,$40.00 ,1,$100.00 ,7,1125,14,14,1125,1125,14,1125,2 weeks ago,t,21,51,81,356,3/23/20,6,4,1/5/19,3/1/20,93,9,9,10,10,8,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,4,0,3,1,0.41
31177786,https://www.airbnb.com/rooms/31177786,2.02003E+13,3/23/20,Luxury apartment Manhattan skyline Gym Pool,none,Alison,3/28/18,"New York, New York, United States",N/A,N/A,67%,f,https://a0.muscache.com/im/pictures/user/320d2b18-e0dc-4a54-8511-80b85d4493e6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/320d2b18-e0dc-4a54-8511-80b85d4493e6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7310,New York,"Jersey City, NJ",US,United States,40.72109,-74.03621,f,Apartment,Private room,1,1,2,1,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$129.00 ,,,,,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,15 months ago,t,0,0,0,0,3/23/20,1,0,12/31/18,12/31/18,20,2,2,2,2,2,2,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,1,0,1,0,0.07
31189949,https://www.airbnb.com/rooms/31189949,2.02003E+13,3/23/20,Cute little spot,none,Ike,12/29/18,"Jersey City, New Jersey, United States",within an hour,100%,67%,f,https://a0.muscache.com/im/pictures/user/c693d8be-4bee-4982-996c-9915d4d4dad9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c693d8be-4bee-4982-996c-9915d4d4dad9.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7305,New York,"Jersey City, NJ",US,United States,40.70786,-74.07662,f,Apartment,Private room,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Hot water""}",,$65.00 ,,,,,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,3 months ago,t,29,59,89,89,3/23/20,1,1,5/15/19,5/15/19,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,1,0,1,0,0.1
31203797,https://www.airbnb.com/rooms/31203797,2.02003E+13,3/23/20,4BR-10 min PATH to downtown New York/15 to Newark,none,Alan,8/14/16,"New York, New York, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,22,22,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73924,-74.06269,t,Townhouse,Entire home/apt,16,2,4,9,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",,$999.00 ,,,$400.00 ,$0.00 ,8,$20.00 ,1,1125,1,2,1125,1125,1.3,1125,today,t,29,55,85,360,3/23/20,25,22,1/1/19,3/1/20,99,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,18,4,14,0,1.67
31233846,https://www.airbnb.com/rooms/31233846,2.02003E+13,3/23/20,Apt 2 in downtown Jersey City home near NYC,none,Willis,6/19/16,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/51c30f63-edd2-4a48-90cf-e12f784a85c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/51c30f63-edd2-4a48-90cf-e12f784a85c6.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72178,-74.04508,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$90.00 ,,,$150.00 ,$50.00 ,1,$0.00 ,3,90,2,3,1125,1125,3,1125,3 months ago,t,19,19,19,19,3/23/20,53,51,2/3/19,3/14/20,99,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,2,2,0,0,3.83
31233929,https://www.airbnb.com/rooms/31233929,2.02003E+13,3/23/20,Cozy NYC launch pad,none,Joseph,1/1/19,"New York, New York, United States",within a few hours,90%,91%,f,https://a0.muscache.com/im/pictures/user/6b93e7d0-ee08-4196-9a9a-735508272fce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6b93e7d0-ee08-4196-9a9a-735508272fce.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.72286,-74.06525,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Private living room""}",,$50.00 ,,,$0.00 ,$10.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,4 weeks ago,t,23,44,48,48,3/23/20,19,15,1/5/19,1/13/20,94,9,9,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,1,0,1,0,1.28
31253851,https://www.airbnb.com/rooms/31253851,2.02003E+13,3/23/20,2 Bedroom Apt/ Close to NYC/Park and Shopping,none,Sunil,1/2/19,"Carlstadt, New Jersey, United States",within an hour,100%,61%,t,https://a0.muscache.com/im/pictures/user/c16f537e-8e75-454e-9927-5c510586ed71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c16f537e-8e75-454e-9927-5c510586ed71.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward B (councilmember Mira Prinz-Arey),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.72128,-74.08656,t,Condominium,Entire home/apt,6,1,2,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$99.00 ,,,$0.00 ,$80.00 ,2,$15.00 ,1,1125,1,1,1125,1125,1,1125,4 weeks ago,t,30,60,90,180,3/23/20,27,27,4/21/19,1/3/20,96,10,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,2,2,0,0,2.4
31355032,https://www.airbnb.com/rooms/31355032,2.02003E+13,3/23/20,Modern. Homey. Safe. Close to NYC (FREE Breakfast),none,Frank,7/29/18,"Rockville Centre, New York, United States",within a day,50%,100%,t,https://a0.muscache.com/im/pictures/user/b84c54ae-c3a2-4cdf-b3cc-444cf5c1f7df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b84c54ae-c3a2-4cdf-b3cc-444cf5c1f7df.jpg?aki_policy=profile_x_medium,,1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.75005,-74.05426,t,Condominium,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Luggage dropoff allowed"",""Host greets you""}",,$59.00 ,,,$0.00 ,$25.00 ,1,$16.00 ,2,14,2,2,14,14,2,14,6 weeks ago,t,0,0,0,0,3/23/20,34,31,1/9/19,12/11/19,98,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,1,0,1,0,2.32
31379668,https://www.airbnb.com/rooms/31379668,2.02003E+13,3/23/20,Amazing & Clean 2bed/1bath 15 minutes to NYC!,none,Mariano,5/26/16,"Jersey City, New Jersey, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/1c9f46c2-8892-4cc8-991b-b1976dd3ae0e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/1c9f46c2-8892-4cc8-991b-b1976dd3ae0e.jpg?aki_policy=profile_x_medium,Hamilton Park,12,12,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.71277,-74.06294,t,Condominium,Entire home/apt,8,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$150.00 ,,,$100.00 ,$130.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 weeks ago,t,30,60,90,365,3/23/20,37,30,1/8/19,2/27/20,92,10,9,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,10,10,0,0,2.52
31411233,https://www.airbnb.com/rooms/31411233,2.02003E+13,3/23/20,10 minute PATH to downtown New York/15 to Newark,none,Alan,8/14/16,"New York, New York, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08d2f577-a98d-4b7f-ba43-bbdd8cbe8f8a.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,22,22,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73786,-74.06291,t,Townhouse,Private room,4,2,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Paid parking on premises""}",,$36.00 ,,,$100.00 ,$0.00 ,2,$20.00 ,1,180,1,2,1125,1125,1.3,1125,today,t,29,31,31,31,3/23/20,91,73,1/18/19,3/8/20,97,10,9,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,18,4,14,0,6.33
31440681,https://www.airbnb.com/rooms/31440681,2.02003E+13,3/23/20,Luxury Studio Close to Grove street PATH,none,Kim,7/3/15,"Jersey City, New Jersey, United States",within a few hours,90%,69%,f,https://a0.muscache.com/im/users/37412692/profile_pic/1437791699/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/37412692/profile_pic/1437791699/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.7174,-74.03817,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff""}",,$89.00 ,,,$0.00 ,$89.00 ,2,$0.00 ,2,1125,2,2,1125,1125,2,1125,3 months ago,t,20,50,80,355,3/23/20,3,2,2/17/19,8/23/19,100,9,10,10,10,10,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,14,14,0,0,0.22
